,job_id,job_title,company,descriptions,location,category,subcategory,type,salary
368,72823463,DWDM Engineer - MY Based,GOIP BUSINESS SOLUTION PTE. LTD.,"Responsible for the overall performance of company networks and leads the IT department in fulfilling the organization’s information systems requirements.
Network design, acceptance and cutover execution
Daily operation maintenance, emergency support, follow-up support issues, trouble-shooting interworking problems
Report preparation on performance analysis and capacity usage monitoring
Manage, maintain and improve various networks devices and services, security and systems (e.g., Switches, Routers, Firewalls, Anti-DDoS, WAF, VPN, Wireless) to meet with company’s business needs.
Provide technical solution and planning on hardware, system software and security for business and infrastructure projects.
Drive network security compliance checks, optimization, and network control construction of related processes.
Reporting on network performance and utilization management.
Execute corporate policies, procedures and other documentation related to network, system and security.
Maintain and update documentation on network infrastructure, network, setup, inventory, and guidelines.
Liaise with vendors for problem resolution and network project implementation.
Communicate and provide remote support advice for overseas if required.
Perform other job responsibilities and project as assigned.
Good Knowledge in DWDM/ SDH, GPON, OLT, BNG, Layer 2/3/4 networking, IP product, Routing Protocols, SDN, CCNA/CCNP
Experience in fixed network, broadband, lease line or Metro Ethernet
Knowledge of UNIX/ Linux OS platform
Unix/windows base programming like Python, Shell scripting or Perl is an advantage.
Degree holder in Electronic / Computer Engineering
At least 2 years relevant working experience in telecom industry or computer network
Able to work under pressure.
Good command of both written and spoken English, Cantonese, and Mandarin
What's your expected monthly basic salary?
Which of the following languages are you fluent in?
What's the highest level of Cisco wireless certification that you have completed?
How much notice are you required to give your current employer?
Which of the following Linux distributions are you familiar with?",Kuala Lumpur,Information & Communication Technology,Networks & Systems Administration,Full time,"RM 7,000 – RM 9,000 per month"
369,72793936,Group Information Technology Manager,ALPHA INTERNATIONAL WOMEN'S SPECIALISTS SDN BHD,"Supervise and oversee the daily operations of the IT team, ensuring smooth and efficient functioning of both IT infrastructures and the hospital IT system.
Develop and update IT policies, procedures, and systems in alignment with organizational objectives.
Prepare annual IT budgets, ensuring cost-effectiveness and adherence to allocated funds.
Engage with vendors specializing in healthcare solutions, ensuring services and products are tailored to the unique needs of a hospital environment.
Ensure compliance with healthcare-specific regulations such as MSQH or its equivalent, and remain updated on healthcare IT standards.
Oversee the integration of IT systems with medical equipment, ensuring the safe and secure storage and transmission of data.
Supervise the management, backup, security, and accessibility of IT Systems.
Emphasize cybersecurity measures, conducting regular security audits, and training employees on security best practices.
Develop and implement IT strategies that support the organization's goals and objectives.
Manage and oversee the IT department, including managing IT staff, resolving technical issues, and implementing new IT projects.
Develop and maintain IT policies and procedures, including IT security and disaster recovery plans.
Ensure compliance with relevant IT regulations and standards
Monitor and analyse IT performance to identify for improvement and optimise IT operations.
Manage IT vendor relationships and negotiate contracts for IT services and equipment.
Evaluate new technologies and make recommendations for the implementation.
Provide technical support to end-users on hardware and software issues.
Conduct IT training for employees as needed.
Work closely with other departments to identify IT needs and requirements.
Possesses a Bachelor's Degree / Diploma in Information Technology, Computer Science or equivalent.
Minimum of 10 years working experience in a Managerial position in the IT field.
Experience in either database and server administration is an added advantage.
Experience in healthcare industrial processes and workflows would be an added advantage.
Able to work effectively with vendors (for SLA, Licensing, Contract etc.).
Knowledge of network security frameworks such as authentication, authorization, etc. is an added advantage (Cisco Switches, Aruba).
Strong leadership, management, analytical and problem-solving skills.
How would you rate your Mandarin language skills?
What's your expected monthly basic salary?
How many years' experience do you have as an Information Technology Manager?
How would you rate your English language skills?
How many years' experience do you have as a manager / team lead?",Selangor,Information & Communication Technology,Management,Full time,
370,72877960,IT Support Officer / Executive,Kah Motor Company Sdn Bhd,"Installing and configuring computer hardware, software, systems, networks, printers, and scanners
Monitoring and maintaining computer systems and networks
Responding in a timely manner to service issues and requests
Providing technical support across the company (this may be in person or over the phone)
Setting up accounts for new users
Repairing and replacing equipment as necessary
Testing new technology
Possibly training new join employee
Diploma / Bachelor's Degree in Information Technology, Computer Science, Information Systems, or any related field 
Minimum 2 years of experience working in IT operations
Experience leading and managing large IT projects and rolling out IT infrastructures across various technologies will be an added advantage
Excellent working knowledge of computer systems, security, network and systems administration, databases and data storage systems, and phone systems
Strong critical thinking and decision-making skills
Excellent project management skills and strong ability to prioritize
Firm grasp on IT infrastructure and operations best practices
Able to work independently 
Willing to travel outstation occasionally
What's your expected monthly basic salary?
Do you have technical support experience?
Do you have professional experience troubleshooting and repairing hardware issues on PC and laptop?
How many years' experience do you have as an Information Technology Support Executive?
How much notice are you required to give your current employer?",Penang Island,Information & Communication Technology,Help Desk & IT Support,Full time,"RM 4,000 – RM 5,000 per month"
371,72161364,Huawei Cloud Delivery Engineer (Cloud Migration Engineer),Private Advertiser,"How many years' experience do you have as a Migration Engineer?
What's your expected monthly basic salary?
Which of the following programming languages are you experienced in?
Which of the following languages are you fluent in?",Kuala Lumpur,Information & Communication Technology,Networks & Systems Administration,Contract/Temp,
372,72744606,Pre Sales Engineer (Network & Security),VSTECS BERHAD,"Allowances - petrol and mobile
Monthly incentive
Two (2) times bonus a year - annual and performance bonus
Annual salary increment
Staff cafeteria
Sport and Recreational by VSTECS Sport Club
We'll take care of you - medical, dental and insurance (hospitalisation & surgical benefits, personal accident, term life)
Product certification and on-the-job training will be provided
Work closely with sales, business development and product team to understand customer requirements
Prepare bill of material and proposal for IT Enterprise Hardware and Software related solutions
Actively engage business partners for product/technology update and conduct proof of concepts when requested
Engage with customers' technical team to obtain the confirmation on the design and proposal
Prepare reports and attend weekly pre-sales progress meeting
2-3 years' experience in pre-sales for IT enterprise solutions
Have knowledge on 
Network/Security
 products and solutions.
Those are currently in technical support role, but keen to venture into pre-sales are encouraged to apply
Good in communication and interpersonal skill, team player
Candidates must possess at least a Diploma/Advanced Diploma or Degree in Computer Science/Information Technology or equivalent.
Do you have technical pre-sales experience?
What's your expected monthly basic salary?
How much notice are you required to give your current employer?",Petaling,Information & Communication Technology,Sales - Pre & Post,Full time,
373,72852143,"APPLICATION SUPPORT ENGINEER, INFORMATION TECHNOLOGY",RCE Capital Berhad,"To assist the Manager / Assistant Manager / immediate superior to support the applications systems of the Group.
To provide daily technical support to users and able to troubleshoot database and applications problems, including; routine backups, database administration and applications software such as Collection Management System, Debt Management System and Financing Management System.
Responsible for supporting, maintaining and optimizing applications operations by providing first level support to internal users.
Able to proactively initiate action plan to improve overall applications operational efficiency in accordance to company’s IT standards and policies.
To maintain / coordinate Group website related matters.
Ability to proactively follow up with the IT team members & vendors to ensure a quick resolution to all incidents encountered.
Ensure IT documentations are properly kept.
Ensure submissions of reports are completed timely and accurately.
Possess a Bachelor’s Degree or Professional Degree in Computer Science / Information Technology, Engineering or equivalent.
Minimum 1 years relevant working experience preferably from financial service industry.
Knowledge in Oracle PL/SQL, MYSQL or Unix.
Strong organizational & analytical skills, comfortable with data analysis, and have the ability to understand and synthesize information from data.
Good in documentation preparation will an added advantage.
Web management, additional web application language skills and cloud knowledge would be added advantages.
Resourceful and able to work independently and as a team player.
A self-starter with proven initiatives to learn new technologies.
Mature thinking with good work attitude.
Good communication, verbal and written skills in English.
Applicants must be Malaysian Citizens & willing to work in KL.
What's your expected monthly basic salary?",Kuala Lumpur,Information & Communication Technology,Developers/Programmers,Full time,
374,72880312,Cyber Security (Penetration Testing),LGMS / LE Global Services Sdn Bhd,"Conduct cyber security assessments and penetration tests on components including, but not limited to, web & mobile applications, servers, networks, databases and technological devices.
Provide professional cyber security consultancy and advises.
Participate and take lead in client projects in delivering cyber security professional services.
Perform evaluations and conduct cyber security audits in accordance to international standards.
Prepare detailed findings, reports and remediation plans on security testing results/findings.
Perform urgent ad-hoc tasks assigned as and when it is required.
Bachelor’s Degree in Cyber Security, Computer Science, IT, System Engineering, or any related field.
Fresh graduates are welcome to apply. Having prior experience in any forms of cyber security testing, penetration tests or research is an advantage.
Possessing cyber security professional certification(s) such as CEH, OSCP, GPEN, CPTE or equivalent is an advantage.
Having sound knowledge and experience in Windows & Linux environments is an advantage.
Excellent communication skills, organizational skill, multitasking ability and great attention to details.
Ability to manage multiple tasks and projects with a calm demeanor and work under pressure.
Strong passion in Cyber Security and stays updated with emerging threats and news.
Fresh graduates who participated in CTF programs/training will be added advantage. (TryHackMe, HackTheBox, etc)
Effective ""roll up the sleeve"" work ethic.
Hybrid work from home (WFH) arrangement.
Attractive salary with performance bonuses.
Open, flexible, and fun working environment.
On the job training will be provided.
Which of the following statements best describes your right to work in Malaysia?
What's your expected monthly basic salary?
Are you willing to undergo a pre-employment background check?
Which of the following languages are you fluent in?
How much notice are you required to give your current employer?",Petaling,Information & Communication Technology,Security,Full time,"RM 3,500 – RM 4,500 per month"
375,72933248,Databased Administrator (IT),First Solar Malaysia Sdn Bhd,"Bachelor’s degree in Information Technology or related discipline with four years of related work experience
Knowledge around Microsoft SQL Server and database services such as replication, clustering, table partitioning, backup and restore, monitoring, data modeling, security, and server/storage technologies.
3+ years of work experience in Microsoft SQL Server database administration.
1+ years of experience supporting applications and databases in cloud PaaS and/or IaaS environments preferably in Microsoft’s Azure is highly desirable
2+ years of experience administering large, complex and highly available database environments utilizing advanced architectures such as SQL Server Always On clusters.
Intermediate level knowledge of the best practices and implementation fundamentals for OS support (Windows) is required
Intermediate level knowledge of the best practices for managing performance, monitoring, and tuning.
Intermediate level knowledge of disaster recovery management including log shipping, data replication, and backup/restore technologies used to ensure RPO and RTO match customer SLAs and requirements.
Exposure to compliance frameworks such as SOX
Intermediate level knowledge with debugging stored procedures and triggers.
Excellent communication and organizational skills.
ITIL familiarity a plus.
Intermediate skills in database performance factors, monitoring tools and tuning procedures.
Intermediate skills with debugging stored procedures and triggers.
Solid skills in productivity factors and ability to understand impact of problem on overall database performance.
Familiarity with automation technologies such as Microsoft Orchestrator is a plus.
Experience with scripting languages like Power Shell is a strong plus.
Ability to define physical and logical data structures.
Intermediate experience with SSIS (SQL Server Integration Services)
 
Install SQL Server software and configure SQL instances to support various needs that includes stand alone, and highly available Always On cluster environments.
Proactively monitor and maintain overall health of database environments to ensure optimal database performance and uptime that conforms with established SLAs
Implement automation procedures for repeatable tasks.
Recoverability – Monitor and correct issues with database backup tasks
Schedule and perform periodic maintenance activities that includes OS and SQL level patching and upgrades that ensures security and stability of the database environments.
Define and implement access controls around SQL instances, databases and tables that ensures data security.
Participate in solution design reviews for applications, servers and networking.
Responsible for helping define standards for the database management tools and procedures (operations)
Promotes and supports ITIL processes and ITSM service delivery model.
Respond to escalated database incidents and provides fault resolution
Reviews problem investigations to ensure database stability and manageability
Create documentation and diagrams for use by various team members within IT.
Will participate in disaster recovery initiatives to ensure business continuity.
Update and maintain Disaster Recovery Run Books and coordinate table top exercises.
Use logical approach to troubleshooting and problem mitigation.
Foster and maintain good business relationships with management and inter/intra departmental teams.
Adheres to all safety procedures and good housekeeping standards.
Must be able to server on-call on a periodic rotation basis.
Performs other assignments as required.
What's your expected monthly basic salary?
How many years' experience do you have as an Oracle Database Administrator?",Kulim District,Information & Communication Technology,Networks & Systems Administration,Full time,
376,72750715,Senior Network Engineer,Agensi Pekerjaan Randstad Sdn Bhd - Professional,"You will be joining a leading IT service provider that has been serving enterprise customers from major commercial and government sectors for over 40 years. 
Job title : Senior Network Engineer 
Location : Selangor, Malaysia
Salary : RM7,000 - RM15,000
Employment : Full-time permanent
Provide onsite or offsite support to customer 
To lead the project incident report from technical perspective
Responsible for carrying out complex installations 
Lead or participate in project deployment 
Ensure project deployment according to timeline 
Strong understanding of TCP/IP routing, network packet analysis tool use and
configuration
Familiar with network products such as Cisco Meraki, Aruba, F5, etc
Strong communication skills and customer management skills.
Possess vast experience with project deployment especially in design, integration & migration stages
Experience with Cisco Software defined solution, Cisco catalyst, Cisco ISE and Firepower would be an added advantage.
Prefers locals",Kuala Lumpur,Information & Communication Technology,Networks & Systems Administration,Full time,
377,72870148,Senior Technical Support,Private Advertiser,"What's your expected monthly basic salary?
How many years' experience do you have as a Technical Support Role?
How would you rate your English language skills?
How much notice are you required to give your current employer?
Do you have experience working for a large corporate?",Kuala Lumpur,Information & Communication Technology,Help Desk & IT Support,Full time,"RM 3,500 – RM 4,000 per month"
378,72871099,Network Operations Center (NOC) Specialist - DNS,MOVITA IT SDN. BHD.,,Kuala Lumpur,Information & Communication Technology,Networks & Systems Administration,Full time,"RM 3,000 – RM 4,500 per month"
379,72869102,System Administrator,Tentacle Tech,"Lead and direct the team’s daily operations of application system support and ensure that all incidents and problems are managed accordingly.
Installing and maintaining software, troubleshooting issues, coordinating with leadership
Monitoring of application system performance and availability throughout the lifecycle of IT application systems.
Understand the business function and critical IT systems and applications services.
Review the incident/ problem diagnosis and analysis and provide feedback to the team.
Track closure of all reported incidents and problems.
Ensuring security and efficiency of IT infrastructure
Understanding of business management software; Microsoft Dynamics
Strong working experience in Microsoft Dynamics CRM application support.
Hands-On experience in writing / debugging scripts, code, and database queries i.e., SQL, Oracle, CRM System.
Minimum 4 years’ experience of team leading role for IT production support in relevant industry.
Financial services industry experience will be an added advantage.
Experience in managing support for applications.
Proven ability in evaluating impact and severity of incidents.
Bachelor’s Degree in Computer Science/ Information Technology or equivalent.
ITIL V3 Certification is an added advantage.
How many years' experience do you have as a systems administrator?
How many years' experience do you have using SQL queries?
Which of the following Relational Database Management Systems (RDBMS) are you experienced with?",Kuala Lumpur,Information & Communication Technology,Networks & Systems Administration,Contract/Temp,"RM 6,000 – RM 8,000 per month"
380,72887137,Software System Engineer 1 (Fresh graduates),Dell Global Business Center Sdn Bhd,,Seberang Perai,Information & Communication Technology,Developers/Programmers,Full time,
381,72880094,IT Executive,Koperasi UTM Berhad,"Possess a Diploma in Computer Studies / Information Technology or equivalent.
Preferably at least 1 years experience in the related field is required for this position.
Proficiency in graphic design software such as Adobe Creative Suite (Photoshop, Illustrator, etc.) is an advantage.
Strong photography and videography skills with the ability to capture and edit high-quality images and videos.
Ability to diagnose and resolve basic technical issues.
Ability to work independently and take initiative.
Responsible for Administration duties such as safe-keeping of IT equipment/asset management, ensuring a smooth operation within the department, billing, and vendor management.
Provide help desk and technical support of hardware and software including desktop, laptop, printer, scanner, email, networking and other IT peripherals.
Knowledge in web and graphic design is an added advantage.
Designing and producing artwork displays, video and other marketing materials.
Monitor infrastructure performance and identify and resolve issues in a timely manner.
Assist in other tasks as assigned from time to time by manager.
EPF & SOCSO 
Allowance provided (Terms & Conditions applied)
Courses and training are provided for professional development.
Medical facilities, Annual Leave, Sick Leave,
Working Hours: 
- Sunday to Wednesday (8.00 am - 5.00 pm)
- Thursday (8.00 am - 3.30pm)
What's your expected monthly basic salary?
How many years' experience do you have as an Information Technology Executive?
Which of the following Microsoft Office products are you experienced with?",Johor Bahru District,Information & Communication Technology,Management,Full time,
382,72868822,IT EXECUTIVE (REF:LN),Agensi Pekerjaan Pasona Sdn Bhd,"We are seeking for a motivated and skilled IT generalist who possess a versatile skillset encompassing Windows software issues, knowledge of networks and hardware and a proactive approach to problem solving. As an IT generalist you will play a crucial role in ensuring the smooth operation of our company's technology infrastructure and business applications.
Participate in the planning and execution of IT projects, ensuring successful implementation and minimal disruption
Stay up-to-date with emerging technologies to contribute innovative ideas for continuous improvement
Maintain accurate documentation of IT processes, procedures and system assets
Perform regular maintenance tasks such as software updates, system optimization, hardware and network equipment upgrades
Manage user accounts, permission and access rights
Analysis of data for submission to management
Offer technical support and guidance to end-users, resolving inquiries and issues to enhance user productivity
Diagnose network, hardware and Windows software issues including installation and configuration, collaborating with relevant vendors to ensure speedy resolution
Proven experience in troubleshooting Windows software problems and providing effective solutions
Good understanding of computer networks and familiar with WSUS, Active Directory, Group Policy, DNS, DHCP, TCP/IP, etc
Familiar with hardware components and their functionality
Excellent communication skills to interact with end-users at all level
Ability to work both independantly and collaborative
Has a wide range of IT skills in networking, system administration and application support
What's your expected monthly basic salary?",Shah Alam/Subang,Information & Communication Technology,Management,Full time,
383,72887721,Senior Technical Support Engineer,Base Camp Recruitment Pte. Ltd.,"Working for the world's largest mobile payment platform
Working for a new scaled up engineering team
Working with partners of Touch N Go
Responsible for the pre-sales integration testing and the subsequent operation obligation, which typically include the payment system performance tuning, payment channels management, the settlement and remittance supporting etc. In addition, the candidate will be required to establish the monitoring mechanism and facilities to oversee the systems' operation closely and effectively. 
 
Coordinating the teams across functions to take actions towards the production system incurred incidents, striving to minimize the impact of the incidents to the business; meanwhile, taking the effort to continually improve the collaboration process. 
 
Working closely with the Business and Product teams to exploit the potential pain points and issues by data analysis, and diagnose the discovered problem to advise the Business and Product endeavors. 
 
Managing and analyzing the financial channels based on the massive production transaction data, which includes but not limit to the success rate, time latency, downtime, error codes and settlement etc. Further, the candidate should initiate and retain the regular business and technical reviews with the partner channels and propose the measures to empower their external channels' capacities, which lays the solid foundation for the Company as a leading payment service provider. 
 
Responsible for building and managing the team.
Minimal of Bachelor's Degree in Statistics, Mathematics，Computer Science or the relevant majors. 
 
Be expertise in SQL, database, data warehouse and network, and be familiar with at least one of the Business Intelligence tools of Excel(Pivot Table)/PowerBI/Tableau/Google Data Studio tools etc. 
 
Minimal 5 years' working experience, of which includes at least 3 years' exposure in Data 
Analysis and Mining, Modeling, as well as the rich experience in the data platform architecture, and the systematic practice in the massive data processing is highly valued; alternatively, the candidate should have obtained a minimal of 3 years' payment R&D or Technical Support/Operation experience and be proficient in code debugging and troubleshooting.
Be agile towards data, and be able to identify, analyze and extract the data to logically conduct further exploration. Be able to think logically and conduct clear presentation with business sense in good English communication skill. The exposure in the payment, settlement and regulation institute is a plus, and the experience in R&D, Data Analysis, Operations and Technical Support in the banking sector, card scheme and third-party service provider is a plus. 
The experience of developing in distributed computing or streaming analytics platform is a plus; the skills of Hadoop ecosystem, and insights in machine learning and data science is a plus. 
Experienced in team management. ",Kuala Lumpur,Information & Communication Technology,Management,Full time,
384,72795378,Desktop Engineer Support,AUTOTECH SUPPORT SDN. BHD.,"How much notice are you required to give your current employer?
What's your expected monthly basic salary?
How many years' experience do you have as a Desktop Engineer?",Petaling,Information & Communication Technology,Help Desk & IT Support,Full time,"RM 2,000 – RM 3,000 per month"
385,72887086,Senior Engineer Information Technology,Infineon Technologies (Malaysia) Sdn Bhd,"Administer, manage, maintain and implement changes to IT Service Management Application landscape.
Support automation (workflow, VRO, etc) in IT service management (e.g. Service Request automation)
Incident Management, troubleshooting and problem solving of ITSM solutions
Experience in IT Service Management (E.g. Remedy, Service Shop, automation like VRO, etc)
Understanding of web application and its related technologies
Knowledge in UI design
Knowledge in SQL
Minimum 2 years of implementation experience in system / platform operations and upgrade projects is an advantage
Experience in software development and fit in technologies such as .NET, C#, Java Script, Java Script Frameworks, HTML, CSS
Experience in database technologies e.g. MS SQL
Container Know-How in OpenShift, NginX, Gitlab, Kubernetes, Helm, Docker, Prometheus, Ansible
Experience in integration of various kind of systems (REST, web services, etc)
Service Management Processes knowledge with focus on ITIL: IT-Request Fulfillment, IT-Incident Management, Change Management, Problem Management beneficial
What's your expected monthly basic salary?",Melaka,Information & Communication Technology,Networks & Systems Administration,Full time,
386,72759524,IT Support Engineer (1 Year Contract - Renewable),Ricoh (Malaysia) Sdn. Bhd.,"Fixed Travel and Phone Allowance
Unlimted Outpatient Medical Treatment
​Additional 3% EPF contribution by Company
How many years' experience do you have as an Information Technology Support Engineer?",Kuala Lumpur,Information & Communication Technology,Help Desk & IT Support,Full time,"RM 3,000 – RM 4,500 per month"
387,72697023,Core Network Engineer (Fresh Graduate),Elabram Systems Sdn Bhd,"Responsible for planning, implementing, integrating, migrating, and conducting acceptance tests in various Core network areas, such as CS core, PS/EPC, VoLTE, VoWiFi, Wifioffload, VoBB, PCRF, SPR, NFV, etc. 
Analyze network performance, troubleshoot complex network issues, and optimize network architecture. 
Serve as the technical point of contact for the engineering team, customers, and vendors. 
Directly engage with the marketing team, project team, and customers to promote and deliver strategic services. 
Contribute as a member of the global technical delivery team.
Hold a Bachelor’s degree or higher in Telecommunication/IT/Computer Science/Electrical Engineering, or a related technical discipline. 
Preferably possess 3 years or more of relevant working experience, but fresh graduates with excellent grades are encouraged to apply. 
Capable of working in a fast-paced environment. 
Customer service-oriented with good communication and presentation skills.
How many years' experience do you have as a Core Network Engineer?
Which of the following languages are you fluent in?",Kuala Lumpur,Information & Communication Technology,Engineering - Network,Contract/Temp,"RM 3,500 per month"
388,72795897,IT and Support Engineer,Astasoft Sdn Bhd,"Bachelor’s degree in Computer Science, Software Engineering, or a related field.
Proficient in JavaScript and TypeScript. Knowledge of React and skills in HTML, CSS and modern web development practices. Understanding of 3D Rendering and Graphics
The candidate should have around 1-2 years experience but fresh graduates with the right skills and motivation are encouraged to apply. 
Install and troubleshoot application software at customer sites.
Participate in the development of Digital Twins using the Bentley Systems iTwin Platform with enterprise data integration including SCADA and GIS.
Engage in projects involving software solutions like WaterSight, PlantSight, MicroStation, and other industry-specific software distributed by Astasoft.
Provide support and consultancy services to clients, ensuring optimal use of software solutions.
Participate in training and workshops to stay updated on the latest technologies and software updates.
Collaborate with a team for system integration and advisory services, customizing solutions based on client requirements.
Free medical, handphone/internet, transport allowance
Flexible hybrid work from home policy 
Which of the following statements best describes your right to work in Malaysia?
What's your expected monthly basic salary?
How many years' experience do you have as a support engineer?
Which of the following Relational Database Management Systems (RDBMS) are you experienced with?
Which of the following programming languages are you experienced in?
Which of the following front end development libraries and frameworks are you proficient in?
How would you rate your English language skills?",Petaling,Information & Communication Technology,Developers/Programmers,Full time,"RM 2,800 – RM 3,500 per month"
389,72894649,Cloud Solution Architect (Pre-Sales) - MRO,Huawei Technologies (Malaysia) Sdn. Bhd,"Operates as Cloud expert and solution architect in the areas of IaaS, PaaS, SaaS cloud Integration and cloud native technology;
Responsible for technical exchanges and key customer opportunity insights during the pre-sales phase of key customers;
Based on Huawei's cloud product and solution capabilities, responsible for demand analysis, solution design, POC verification, and traditional IT cloud solution design for public cloud projects;
Responsible for the migration and online delivery of public cloud products and solutions; participate in and guarantee the delivery of major projects;
Keeping abreast and insight of competition, competitive issues and products.
Collaborate with sales (BD), R&D, SRE and other teams to ensure the continuous operation of key customers;
At least 3 to 4 years of experience as cloud solution architect or technical sales experience in developing ICT technologies, cloud native solution.
Knowledge in IT trends with historical Public Cloud and Hybrid Cloud selling skills, working with Cloud provider before).
Knowledge in open source technology landscape, IaaS, PaaS and SaaS.
Skills in business sense, problem solving, project management and analytical.
Great communication skills and team spirit.
Knowledge of identifying, developing, negotiating and closing large-scale IT and cloud technology deals.
Direct sales experiences with account or partner sales approach will be an added advantage.
Contract(s) position is available. ",Kuala Lumpur City Centre,Information & Communication Technology,Architects,Contract/Temp,
390,72879626,SOC Lead,CONVERGINT SINGAPORE PTE. LTD,What's your expected monthly basic salary?,Johor,Information & Communication Technology,Help Desk & IT Support,Contract/Temp,
391,72843310,Software Support Engineer,SILVERSTREAM TECHNOLOGY SDN. BHD.,"Attractive salary & compensation package
A cordial and family like working environment
Special benefits including gym membership compensation
Provide superior first line response, acknowledgement and routing/resolution for customers requiring assistance with software related issues and questions
Use Jira to create, log and report logs
Investigate and escalate issues based on detailed knowledge and understanding of our software applications.
Assist with testing new technology and provide feedback to project teams
Conduct defects analysis and impacts, to facilitate problem resolution and verify fixes with the application development team.
Provides occasional after-hours on-call support per on-call policies
Execute all the test case and report defects, define severity and priority for each defect.
Carry out regression testing every time when changes are made to the code to fix defects.
Prepare quality documentation and communicate with customers to resolve issues.
Bachelor’s degree/Diploma in Information Systems, Computer Science or equivalent.
Fresh Grads are also encouraged to apply.
Malaysian citizen only
Customer support experience in the IT industry.
Mature, self-motivated, and professional with excellent customer service skills
Strong analytical and problem-solving skills
Excellent communication skills (oral and written)
Ability to work independently as well follow direction and best practices in a fast paced environment
Ability to learn new technologies quickly
Attention to detail and ability to multitask
No ego
We work as a team and believe software quality is a collective effort
Compassionate, Paternity and Haj leave
Maternity Gratuity Payment
Hospitalization, Personal Accident and Disablement Insurance
Optical and business attire allowance
Dental benefit, Travelling, Parking & Gym membership
Other benefits include EPF & SOCSO, Medical, Yearly bonus
What's your expected monthly basic salary?",Petaling,Information & Communication Technology,Help Desk & IT Support,Full time,"RM 4,000 – RM 6,000 per month"
392,72715916,Capacity Engineer (Network Planning & Optimization),Elabram Systems Sdn Bhd,"RSRP/RSRQ/SINR monitoring, Intra-Inter Frequency parameter setting for single and dual-band network. 
Traffic/throughput balancing between carriers to offload the congestion within site and also user balancing done to improve hotspot throughput to improve customer experience. 
Offload traffic with neighbor site to reduce congestion and improve TCP utilization. 
Improve cluster/region KPI by optimizing the worst-performing cells. 
VoLTE (Voice over LTE) & LTE troubleshooting with respect to Coverage, Capacity & Call muting.
Provisioning of solution and ensuring smooth execution on RF improvement on customer complaints. 
Analyzing, troubleshooting, and provisioning of solutions for cluster drive test performance and OSS performance statistics. 
Degree in telecommunication engineering/ programming background or related field. 
At least 5 years relevant experience in 2G/3G/4G radio network planning and optimization. 
Skills in radio cluster network optimization. 
Has experience in Telco industry is preferable. 
Familiar with tools: PRS, U2000, Discovery.
How many years' experience do you have as a network engineer?",Kuala Lumpur,Information & Communication Technology,Engineering - Network,Contract/Temp,"RM 8,000 – RM 9,000 per month"
393,72589324,Network Engineer,Sudong Sdn Bhd,"Troubleshoot network issues reported by users, identify the root cause, and implement appropriate solutions in a timely manner. 
Comply to ITSM/ITIL methodologies in daily operation e.g. Change, Incident, Service Request & problem management.
Collaborate with network administrators and engineers to design and implement network upgrades, expansions, and changes, ensuring minimal disruption to network services. 
Maintain network documentation, including network diagrams configurations, and standard operating procedures (SOPs). 
Coordinate with vendors and service providers for network equipment procurement, maintenance, and troubleshooting. 
Keep up to date with emerging networking technologies, trends, and best practices to recommend and implement network enhancements. 
Configures, tests, and maintains LAN/WAN equipment and related services.
Support all Cisco Network devices and Checkpoint & Fortigate Firewalls, F5/Foundary/Radware load balacers, DNS, SDN, IPAM, Wireless,Tacacs and VPN.
Monitor ASOC and Infosec emails closely and acknowledge and do assessment, if support needed escalate it to next level.
Administrating network devices such as Switches, Routers, Firewalls, LB, Wireless Controllers, and Wireless Access Points.
Work with hardware vendor closely for the root cause, follow up and replacement of hardware parts promptly.
Recommend network security measures, such as firewalls, network security audits, or automated security probes.
Support other ad-hoc duties been assigned.
Degree in Computer Science / IT or equivalent.
Minimum 4 years’ experience in Managing IT Service Delivery.
Strong technical competency with recognized professional certifications in either Network & Security or Systems domain.
Good in provision and troubleshooting knowledge in Fortigate/CheckPoint Firewalls, F5/Radware load Balancer.
Experience in managing and mentoring cross functional and technical competency teams.
Experience in project handling.
Experience in liaising with Business and user communities.
Strong customer focus with a commitment to delivery of quality services.
Good in prior operational experience adopting ITIL best practices, advantageous if ITIL v3 certified.
Able to support 12hrs shift work and rotate on 24x7 standby basis. 
What's your expected monthly basic salary?
How many years' experience do you have as a network engineer?",Kuala Lumpur,Information & Communication Technology,Engineering - Network,Full time,
394,72696928,Core Network Engineer,Elabram Systems Sdn Bhd,"Responsible to plan, implement, integrate, migrate, and perform acceptance tests for Core network areas including CS core, PS/EPC, VoLTE, VoWiFi, Wifioffload, VoBB, PCRF, SPR, NFV, etc. 
To analyze network performance, resolve complex network problem, and optimize network architecture. 
As technical point of contact for engineering team, customer, and vendors. 
To engage directly with marketing team, project team, and customer for the purpose of promoting and delivering strategic services. 
Be part of the global technical delivery team. 
Bachelor’s degree or above majoring in Telecommunication/IT/Computer Science/Electrical engineering or other related technical disciplines. 
Preferably with 3 years or above relevant working experience. However, fresh graduate with good grade are encourage to apply. 
Able to work in fast pace working environment. 
Customer service oriented and good communication/presentation skills.
How many years' experience do you have as a Core Network Engineer?
Which of the following languages are you fluent in?",Kuala Lumpur,Information & Communication Technology,Engineering - Network,Contract/Temp,"RM 6,700 – RM 10,000 per month"
